title,Description,Room Categories,Item Categories,Item Attributes,Price,Sku,URL,Image URLs,Brand,Color,Retailer,Width,Height,Depth
File Cabinet,Dorrinson File cabinet by Ashley Furniture. Paper Laminate replicated gray wood top. Antiqued white base. Modern Farmhouse Design. Two tone finish. RTA flat pack. Drawers use ball bearing side glides for smooth operation. Easy cord management. Customer assembly is required.,Augmented Reality,Furniture,Wood,62,H287-12,https://www.afw.com/file-cabinet-3,"https://images.afw.com/images/thumbs/0123944_file-cabinet_100.jpeg,https://images.afw.com/images/thumbs/0123945_file-cabinet_100.jpeg,https://images.afw.com/images/thumbs/0123946_file-cabinet_100.jpeg,https://images.afw.com/images/thumbs/0123947_file-cabinet_100.jpeg,https://images.afw.com/images/thumbs/0123948_file-cabinet_100.jpeg",American Furniture Warehouse,White,afw.com,16,24,17
Taylor Black Tub Chair,"Taylor Black Tub Chair from Cambridge HomeFrame constructed of hardwoodsUpholstered in a soft touch classic black DurahideFull size, comfortable adequate seating spaceFeatures espresso finished tapered legs",Living Room Furniture,Chairs,,98,1F-9030,https://www.afw.com/taylor-black-tub-chair,,American Furniture Warehouse,Black,afw.com,30,29,28
Toulouse Lateral File,"Toulouse Lateral File by Martin Furniture.Poplar and Acacia Solids with Pine Veneers construction.Two tone, ebony and warm honey interior finish.Casual style.2 Letter/Legal Files.Top File includes a lock.Fully assembled.",Office Furniture,File Cabinets,Wood,428,TO-FILE,https://www.afw.com/toulouse-lateral-file,"https://images.afw.com/images/thumbs/0111571_TO-FILE_4f5e8_100.jpeg,https://images.afw.com/images/thumbs/0111572_TO-FILE_49c44_100.jpeg,https://images.afw.com/images/thumbs/0111573_TO-FILE_db03c_100.jpeg,https://images.afw.com/images/thumbs/0111574_TO-FILE_837d0_100.jpeg,https://images.afw.com/images/thumbs/0111575_TO-FILE_11654_100.jpeg,https://images.afw.com/images/thumbs/0111576_TO-FILE_1cfbc_100.jpeg",American Furniture Warehouse,Dark Wood,afw.com,36,30.25,22
"Gimetri - Shelving Unit, Bamboo *D","5 fixed shelves, 12'' Height between shelvesFinished on all sidesCan be placed in the middle of a large room to define the spaceBeautiful metal double legsEach shelf can support up to 25 lbsMade in ChinaClean with a dry clothTop made of MDF with a bamboo finishRequires complete assembly by 2 adults (tools not included)Ships in 1 box, make sure to have a friend with youMeets or exceeds all North American safety standardsBasket and other accessories not included",Office Furniture,Bookcases and Storage,,219,11521-SS,https://www.afw.com/gimetri-shelving-unit-bamboo-d,"https://images.afw.com/images/thumbs/0161125_11521_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0161126_11521_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0161133_11521_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0161131_11521_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0161130_11521_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0161127_11521_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0161129_11521_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0161128_11521_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0161132_11521_9.jpg_100.jpeg",American Furniture Warehouse,Green,afw.com,39.5,61.5,11.75
Hartford Lateral File,Hartford Lateral File by Martin Furniture.Crafted of hardwood solids and veneers.  Linen white finish with contrasting gray patterned top.2 locking legal/letter file drawers.Fully assembled.,Office Furniture,File Cabinets,Wood,388,IM450-F,https://www.afw.com/hartford-lateral-file,"https://images.afw.com/images/thumbs/0125104_hartford-lateral-file_100.jpeg,https://images.afw.com/images/thumbs/0125105_hartford-lateral-file_100.jpeg,https://images.afw.com/images/thumbs/0125106_hartford-lateral-file_100.jpeg,https://images.afw.com/images/thumbs/0125107_hartford-lateral-file_100.jpeg,https://images.afw.com/images/thumbs/0125108_hartford-lateral-file_100.jpeg,https://images.afw.com/images/thumbs/0125109_hartford-lateral-file_100.jpeg,https://images.afw.com/images/thumbs/0125110_hartford-lateral-file_100.jpeg,https://images.afw.com/images/thumbs/0125111_hartford-lateral-file_100.jpeg",American Furniture Warehouse,White,afw.com,36,34,21
Duncan Gray Tub Chair,"Duncan Gray Tub Chair from Cambridge Home.Frame constructed of hardwoods.Quality foam cushion core construction.Covered in a 100% polyester gray fabric.Spot clean with water-based solvents, cc W.",Augmented Reality,Furniture,,118,1A-4109,https://www.afw.com/duncan-gray-tub-chair,"https://images.afw.com/images/thumbs/0123793_0123793_1A-4109_37a70.jpeg_100.jpeg,https://images.afw.com/images/thumbs/0123794_0123794_1A-4109_33d49.jpeg_100.jpeg,https://images.afw.com/images/thumbs/0123795_0123795_1A-4109_3abed.jpeg_100.jpeg,https://images.afw.com/images/thumbs/0123796_0123796_1A-4109_5abdc.jpeg_100.jpeg",American Furniture Warehouse,Gray,afw.com,30,30,27
Progrid Office Chair *D,"Breathable ProGrid Back with Built-in Lumbar Support.One Touch Pneumatic Seat Height Adjustment.Deluxe 3-Position Locking 2-to-1 Synchro Tilt Control with Seat Slider.Mesh Saddle Seat with Molded Foam Seat.Available in Coal FreeFlex or your Choice of Custom Fabric.3 Way Adjustable Arms with PU Pads.Height, Width & Depth Heavy Duty Nylon Base with Dual Wheel Carpet Casters.This product has received GREENGUARD Certification.",Office Furniture,Office Chairs,,289,92893-30,https://www.afw.com/progrid-office-chair-d-9,,American Furniture Warehouse,Black,afw.com,26.5,39,25.25
"City Life - 4-Shelf Narrow Bookcase, Black *D","A HANDY BOOKCASE: If your desk drawers are full, just add this bookcase to your workspace! You can use the shelves to keep books, small tools, and decorative pieces.METAL FRAME: We love the slim metal accents on this bookcase, which give it a more urban, refined, and up-to-date look. This minimalist shelving unit is open on all sides, which creates a very nice light sensation.FIXED SHELVES: This unit has 4 shelves for storage. The bottom one is laminated, while the other three are of tempered glass. Each glass shelf is on a metal frame.1-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this 4-shelf narrow tempered glass bookcase with an exclusive 1-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item it shipped in 1 boxWipe with a dry cloth",Office Furniture,Bookcases and Storage,Metal,259,13550,https://www.afw.com/city-life-4-shelf-narrow-bookcase-black-d,"https://images.afw.com/images/thumbs/0158638_13550_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0158643_13550_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0158642_13550_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0158639_13550_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0158641_13550_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0158644_13550_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0158647_13550_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0158640_13550_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0158646_13550_9.jpg_100.jpeg,https://images.afw.com/images/thumbs/0158649_13550_10.jpg_100.jpeg,https://images.afw.com/images/thumbs/0158645_13550_11.jpg_100.jpeg,https://images.afw.com/images/thumbs/0158648_13550_12.jpg_100.jpeg",American Furniture Warehouse,Black,afw.com,20,68.75,14.25
Costa Chalked Chestnut Lateral File,"Costa Chalked Chestnut Lateral File by Sauder.Durable, 1” thick top.Drawers with full extension slides hold letter or legal size hanging files.Patented, interlocking safety mechanism allows only one drawer open at a time.Drawers lock for secure storage.Framed, slat-front detailing.Chalked Chestnut finish.Customer assembly required.",Office Furniture,File Cabinets,Wood,299,420040,https://www.afw.com/costa-lateral-file-chalked-chestnut-d,"https://images.afw.com/images/thumbs/0063994_costa-chalked-chestnut-lateral-file_100.jpeg,https://images.afw.com/images/thumbs/0063996_costa-chalked-chestnut-lateral-file_100.jpeg,https://images.afw.com/images/thumbs/0063998_costa-chalked-chestnut-lateral-file_100.jpeg,https://images.afw.com/images/thumbs/0064000_costa-chalked-chestnut-lateral-file_100.jpeg,https://images.afw.com/images/thumbs/0064002_costa-chalked-chestnut-lateral-file_100.jpeg,https://images.afw.com/images/thumbs/0064004_costa-chalked-chestnut-lateral-file_100.jpeg,https://images.afw.com/images/thumbs/0064006_costa-chalked-chestnut-lateral-file_100.jpeg,https://images.afw.com/images/thumbs/0064008_costa-chalked-chestnut-lateral-file_100.jpeg,https://images.afw.com/images/thumbs/0064010_costa-chalked-chestnut-lateral-file_100.jpeg,https://images.afw.com/images/thumbs/0064012_costa-chalked-chestnut-lateral-file_100.jpeg,https://images.afw.com/images/thumbs/0064014_costa-chalked-chestnut-lateral-file_100.jpeg,https://images.afw.com/images/thumbs/0082234_costa-chalked-chestnut-lateral-file_100.jpeg,https://images.afw.com/images/thumbs/0082259_costa-chalked-chestnut-lateral-file_100.jpeg",American Furniture Warehouse,White,afw.com,33.39,30,21.89
"Farnel - 2-Door Storage Cabinet, Pure White* D","PRACTICAL STORAGE: Add this buffet to your dining room and store all your kitchen tools on one of it's adjustable shelves!FARMHOUSE STYLE: This farmhouse look furniture will add a touch of style to your room with it's paneling effect doors, decorative moldings, metal handles, and kick plate.VERSATILE: Wherever you put it – be it the kitchen, dining room, or your entryway – this storage unit will meet all your needs.25 LBS MAXIMUM WEIGHT: The adjustable shelves of this storage unit can support up to 25 lbs.5-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this 2-door storage cabinet with an exclusive 5-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item is shipped in 1 box, make sure to have a friend with youClean with a dry cloth",Office Furniture,Bookcases and Storage,Composite,229,13243,https://www.afw.com/farnel-2-door-storage-cabinet-pure-white-d,"https://images.afw.com/images/thumbs/0157873_13243_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157876_13243_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157875_13243_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157874_13243_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157877_13243_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157878_13243_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157880_13243_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157879_13243_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157882_13243_9.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157881_13243_10.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157883_13243_11.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157884_13243_12.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157885_13243_13.jpg_100.jpeg",American Furniture Warehouse,White,afw.com,33,32.5,19.5
"Gascony - Printer Cabinet, Gray Maple *D","STORAGE FOR SUPPLIES: Use the top drawer to store all those little things that get left around, such as pencils, envelopes, paper clips, and much more. The drawer is mounted on metal slides.CLASSIC STYLE: This printer unit works great with any décor – the rounded kick plate and classic metal handles give it a very clean contemporary look.ADJUSTABLE SHELF: What’s behind the doors? An adjustable shelf that can hold up to 25 pounds. Ideal for books and instruction manuals!A VERSATILE PIECE: It’s great for your home office – you can set up your printer on the top surface… or use this piece for extra storage anywhere else in your home.5-year limited guarantee.",Office Furniture,Bookcases and Storage,Composite,239,12436-SS,https://www.afw.com/storage-and-shelves-3,"https://images.afw.com/images/thumbs/0146675_12436_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0146673_12436.jpg_100.jpeg,https://images.afw.com/images/thumbs/0146677_12436_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0146676_12436_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0146679_12436_31.jpg_100.jpeg,https://images.afw.com/images/thumbs/0146680_12436_30.jpg_100.jpeg,https://images.afw.com/images/thumbs/0146681_12436_9.jpg_100.jpeg,https://images.afw.com/images/thumbs/0146682_12436_32.jpg_100.jpeg,https://images.afw.com/images/thumbs/0146674_12436_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0146678_12436_BOX.jpg_100.jpeg",American Furniture Warehouse,Gray,afw.com,27,30,20
"Grannen Home Office Corner Bookcase, White *D",Made with MDF substrateWhite finish2 open shelvesIncludes brackets for wall mountingAssembly required,Office Furniture,Bookcases and Storage,,139,H207-22H,https://www.afw.com/grannen-home-office-corner-bookcase-white-d,"https://images.afw.com/images/thumbs/0173866_H207-22H-HEAD-ON-SW-P1-KO.jpeg_100.jpeg,https://images.afw.com/images/thumbs/0173863_H207-22H-ANGLE-SW_BIG.jpg_100.jpeg,https://images.afw.com/images/thumbs/0173864_H207-22H-ANGLE-SW-P1-KO.jpeg_100.jpeg,https://images.afw.com/images/thumbs/0173865_H207-22H-ANGLE-ALT-SW-P1-KO.jpeg_100.jpeg,https://images.afw.com/images/thumbs/0173867_H207-22H-BACK-SW-P1-KO.jpeg_100.jpeg,https://images.afw.com/images/thumbs/0173868_H207-22H-SIDE-ALT-SW-P1-KO.jpeg_100.jpeg,https://images.afw.com/images/thumbs/0173869_H207-22H-SIDE-SW-P1-KO.jpeg_100.jpeg",American Furniture Warehouse,White,afw.com,29.3,16.3,17.75
"Prairie - 2-Door Storage Cabinet, White *D","A PRACTICAL PIECE FOR THE ENTRYWAY: Keep gloves, scarves, and hats in the two storage spaces inside this handy cabinet. Dressing your kids in the morning will be a breeze!ADJUSTABLE SHELF: This storage unit has an adjustable shelf inside, so you can adapt it to your needs. The shelf can hold up to 25lbs.DECORATIVE DETAILS: The framed doors and metal handles on this cabinet will add a more-than-charming Farmhouse style to your entryway. It’ll look like something out of a decor magazine!5-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this 2-door storage cabinet with an exclusive 5-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item is shipped in 1 box, make sure to have a friend with youWipe with a dry cloth",Office Furniture,Bookcases and Storage,Composite,239,14132,https://www.afw.com/prairie-2-door-storage-cabinet-pure-white-d,"https://images.afw.com/images/thumbs/0157363_14132_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157365_14132_10.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157366_14132_11.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157367_14132_12.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157368_14132_13.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157359_14132_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157358_14132_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157357_14132_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157364_14132_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157361_14132_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157360_14132_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157362_14132_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157369_14132_9.jpg_100.jpeg",American Furniture Warehouse,White,afw.com,33,32.5,19.5
Pink Metal Bookcase *D,"Includes 1 adjustable Shelf, 1 bottom shelf.Fully Assembled.28in W x 12in D x 28in H.Intended for Residential Use Only.",Office Furniture,Bookcases and Storage,Metal,149,HPBC261,https://www.afw.com/pink-metal-bookcase-d,,American Furniture Warehouse,Pink,afw.com,28,28,12
"Axess - 3-Shelf Bookcase, Blueberry *D","AN ATTRACTIVE LITTLE SHELVING UNIT: The simple design of this bookcase will set off your selection of books and souvenirs. The straight lines mean it’ll blend easily with your decor.OPEN STORAGE: This shelving unit gives you three spaces for displaying your cookbook collection or family albums. You’ll be able to find what you’re looking for easily!ADJUSTABLE SHELVES: The three compartments are separated by two adjustable shelves, each of which can hold up to 15 lbs.5-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this 3-shelf bookcase with an exclusive 5-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item it shipped in 1 boxWipe with a dry cloth",Office Furniture,Bookcases and Storage,Composite,149,12335,https://www.afw.com/axess-3-shelf-bookcase-blueberry-d,"https://images.afw.com/images/thumbs/0168844_12335_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0168847_12335_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0168845_12335_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0168848_12335_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0168846_12335_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0168849_12335_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0168850_12335_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0168852_12335_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0168851_12335_9.jpg_100.jpeg",American Furniture Warehouse,Blue,afw.com,28,43.25,11.5
"Beginnings 36"" Cherry Bookcase",Beginnings 3-Shelf Bookcase Cinnamon Cherry By Sauder.Two adjustable shelves.Enclosed back panel.Cinnamon Cherry finish.,Office Furniture,Bookcases and Storage,Wood,89,409086,https://www.afw.com/beginnings-36-cherry-bookcase,"https://images.afw.com/images/thumbs/0103804_409086_c7062_100.jpeg,https://images.afw.com/images/thumbs/0101729_409086_a81a9_100.jpeg",American Furniture Warehouse,Brown/Espresso,afw.com,24.57,35.28,11.5
"Gascony - 4-Shelf Bookcase, Rubbed Black* D","STORAGE SHELVES: The 4 shelves add a lot of storage to your space, so you can organize the room nicely.ADJUSTABLE SHELVES: Two of the shelves are adjustable, so you can set them at the heights you want.CONTEMPORARY STYLE: The simple style of this bookcase means you can be sure your purchase will go nicely with the rest of your furniture.5-YEAR LIMITED WARRANTY: South Shore is proud to stand behind this with an exclusive 5-year limited warranty. Shop with confidence knowing your purchase is always covered.EASY ASSEMBLY INSTRUCTIONS: All products come with a clear assembly document that will guide you through all steps. If you have any questions during the assembly do not hesitate to contact South Shore Furniture for immediate support.This item is shipped in 1 box, make sure to have a friend with youClean with a dry cloth",Office Furniture,Bookcases and Storage,Composite,199,12543,https://www.afw.com/gascony-standard-4-shelf-bookcase-rubbed-black-d,"https://images.afw.com/images/thumbs/0156678_12543_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0156679_12543_10.jpg_100.jpeg,https://images.afw.com/images/thumbs/0156677_12543_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0156673_12543_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0156672_12543_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0156675_12543_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0156674_12543_6.jpg_100.jpeg,https://images.afw.com/images/thumbs/0156676_12543_7.jpg_100.jpeg,https://images.afw.com/images/thumbs/0156681_12543_8.jpg_100.jpeg,https://images.afw.com/images/thumbs/0156680_12543_9.jpg_100.jpeg",American Furniture Warehouse,Dark Wood,afw.com,31.25,57.75,12.75
Heritage Hill Library Classic Cherry * D,Heritage Hill Library Classic Cherry By Sauder. Three adjustable shelves and enclosed back with cord access. Classic Cherry finish.,Office Furniture,Bookcases and Storage,Wood,203.04,102795,https://www.afw.com/heritage-hill-library-classic-cherry-d,"https://images.afw.com/images/thumbs/0063331_102795_bbb23_100.jpeg,https://images.afw.com/images/thumbs/0063332_102795_65175_100.jpeg,https://images.afw.com/images/thumbs/0063333_102795_25141_100.jpeg",American Furniture Warehouse,Dark Wood,afw.com,29.8,71.26,12.99
Cannery Bridge Storage Cabinet,Cannery Bridge Storage Cabinet by SauderLintel oak finishHidden storage behind doorsSix adjustable shelvesCustomer assembly is required,Storage and Shelves,Furniture,Wood,386.12,416082,https://www.afw.com/cannery-bridge-storage-cabinet,"https://images.afw.com/images/thumbs/0012662_cannery-bridge-storage-cabinet_100.jpeg,https://images.afw.com/images/thumbs/0012668_cannery-bridge-storage-cabinet_100.jpeg,https://images.afw.com/images/thumbs/0012675_cannery-bridge-storage-cabinet_100.jpeg,https://images.afw.com/images/thumbs/0012682_cannery-bridge-storage-cabinet_100.jpeg,https://images.afw.com/images/thumbs/0063213_cannery-bridge-storage-cabinet_100.jpeg,https://images.afw.com/images/thumbs/0063214_cannery-bridge-storage-cabinet_100.jpeg,https://images.afw.com/images/thumbs/0063215_cannery-bridge-storage-cabinet_100.jpeg",American Furniture Warehouse,Natural,afw.com,35.2,71.97,16.26
Edge Water Library With Doors Estate Black * D,Edge Water Library With Doors Estate Black By Sauder. Three adjustable shelves. Hidden storage behind doors. Estate Black finish.,Office Furniture,Bookcases and Storage,Wood,276.98,409046,https://www.afw.com/edge-water-library-with-doors-estate-black-d,"https://images.afw.com/images/thumbs/0063804_409046_29aa3_100.jpeg,https://images.afw.com/images/thumbs/0063806_409046_85a6d_100.jpeg",American Furniture Warehouse,Black,afw.com,29.29,71.85,12.99
Beginnings 3-Shelf Bookcase Brook Cherry * D,Beginnings 3-Shelf Bookcase Brook Cherry By Sauder. Two adjustable shelves. Brook Cherry finish.,Office Furniture,Bookcases and Storage,Wood,89,416438,https://www.afw.com/beginnings-3-shelf-bookcase-brook-cherry-d,"https://images.afw.com/images/thumbs/0064700_416438_4e47d_100.jpeg,https://images.afw.com/images/thumbs/0064702_416438_ae651_100.jpeg",American Furniture Warehouse,Brown/Espresso,afw.com,24.57,35.28,11.5
Dakota Pass Library With Doors Craftsman Oak * D,"Dakota Pass Library With Doors Craftsman Oak By Sauder. Take a pass on the ordinary. Stand tall. Make a statement of strength and depth with this library from the Dakota Pass collection. Whether you want to put it away or put it on display, this bookcase gets you lower cabinet-style storage and plenty of open shelving above, including three adjustable shelves in all. Traditional rustic country Craftsman Oak finish and details with a contemporary sensibility make this design a favorite to accent any room. Three adjustable shelves. Hidden storage behind doors. Quick and easy assembly with patented slide-on moldings. Craftsman Oak finish.",Office Furniture,Bookcases and Storage,Wood,372.04,420409,https://www.afw.com/dakota-pass-library-with-doors-craftsman-oak-d,"https://images.afw.com/images/thumbs/0064735_420409_7e00e_100.jpeg,https://images.afw.com/images/thumbs/0064737_420409_d7eac_100.jpeg,https://images.afw.com/images/thumbs/0064739_420409_218dd_100.jpeg,https://images.afw.com/images/thumbs/0064741_420409_5e302_100.jpeg,https://images.afw.com/images/thumbs/0064743_420409_94a81_100.jpeg,https://images.afw.com/images/thumbs/0064745_420409_ada17_100.jpeg",American Furniture Warehouse,Light Wood,afw.com,33.82,71.1,12.52
Beginnings Multimedia Storage Tower Cinnamon Cherr,Beginnings Multimedia Storage Tower Cinnamon Cherry By Sauder. Three adjustable shelves. Holds 80 DVDs or 100 CDs. Cinnamon Cherry finish.,Office Furniture,Bookcases and Storage,Wood,59,414112,https://www.afw.com/beginnings-multimedia-storage-tower-cinnamon-cherr,,American Furniture Warehouse,Dark Wood,afw.com,12.44,35.79,8.11
Palladia Library W/doors Vintage Oak *D,Palladia Library W/doors Vintage Oak By Sauder. Three adjustable shelves. Hidden storage behind doors. Enclosed back panel has cord access. Quick and easy assembly with patented slide-on moldings. Vintage Oak finish.,Office Furniture,Bookcases and Storage,Metal,322.74,420609,https://www.afw.com/palladia-library-wdoors-vintage-oak-d,"https://images.afw.com/images/thumbs/0064977_palladia-library-wdoors-vintage-oak-d_100.jpeg,https://images.afw.com/images/thumbs/0064978_palladia-library-wdoors-vintage-oak-d_100.jpeg,https://images.afw.com/images/thumbs/0064979_palladia-library-wdoors-vintage-oak-d_100.jpeg,https://images.afw.com/images/thumbs/0064980_palladia-library-wdoors-vintage-oak-d_100.jpeg,https://images.afw.com/images/thumbs/0064981_palladia-library-wdoors-vintage-oak-d_100.jpeg,https://images.afw.com/images/thumbs/0064982_palladia-library-wdoors-vintage-oak-d_100.jpeg,https://images.afw.com/images/thumbs/0064983_palladia-library-wdoors-vintage-oak-d_100.jpeg",American Furniture Warehouse,Light Wood,afw.com,29.37,71.85,13.9
Black Prado 60 In Bookcase *D,"3/4in Shelf Thickness.Adjustable Height Shelves.Available in Black BLK, or White WH Laminate.",Office Furniture,Bookcases and Storage,Wood,279,PRD3260-BLK,https://www.afw.com/black-prado-60-in-bookcase-d,,American Furniture Warehouse,Black,afw.com,31.5,60,12
Via Lateral File Hutch Bourbon Oak * D,Via Lateral File Hutch Bourbon Oak By Sauder. Attaches to Lateral File 419605. Hidden storage behind doors. Cubbyhole storage areas provide additional storage. Fabric-covered bulletin board. Bourbon Oak finish with Soft Black accents.,Office Furniture,Bookcases and Storage,Wood,338,419607,https://www.afw.com/via-lateral-file-hutch-bourbon-oak-d,"https://images.afw.com/images/thumbs/0063450_419607_847fa_100.jpeg,https://images.afw.com/images/thumbs/0063452_419607_cc029_100.jpeg,https://images.afw.com/images/thumbs/0063454_419607_b8b2c_100.jpeg,https://images.afw.com/images/thumbs/0063456_419607_13cd2_100.jpeg,https://images.afw.com/images/thumbs/0063458_419607_68b0f_100.jpeg,https://images.afw.com/images/thumbs/0063460_419607_8eaa0_100.jpeg",American Furniture Warehouse,Black,afw.com,36.54,42.8,14.49
Beginnings 5-Shelf Bookcase Brook Cherry * D,Beginnings 5-Shelf Bookcase Brook Cherry By Sauder. Three adjustable shelves. Brook Cherry finish.,Office Furniture,Bookcases and Storage,Wood,119,416439,https://www.afw.com/beginnings-5-shelf-bookcase-brook-cherry-d,"https://images.afw.com/images/thumbs/0064696_416439_56839_100.jpeg,https://images.afw.com/images/thumbs/0064698_416439_1870d_100.jpeg",American Furniture Warehouse,Brown/Espresso,afw.com,24.57,71.18,11.5
Avenue Eight Library,Avenue Eight Library With Doors Wind Oak By Sauder. Three adjustable shelves. Hidden storage behind doors. Enclosed back panel has cord access. Quick and easy assembly with patented slide-on moldings . Wind Oak finish.,Office Furniture,Bookcases and Storage,Wood,322.74,416515,https://www.afw.com/avenue-eight-library,"https://images.afw.com/images/thumbs/0063280_416515_dda3c_100.jpeg,https://images.afw.com/images/thumbs/0063281_416515_3a773_100.jpeg,https://images.afw.com/images/thumbs/0063282_416515_0f79b_100.jpeg,https://images.afw.com/images/thumbs/0063283_416515_19050_100.jpeg",American Furniture Warehouse,Brown/Espresso,afw.com,29.37,71.85,13.9
Palladia Library W/doors Select Cherry * D,Palladia Library W/doors Select Cherry By Sauder. Three adjustable shelves. Hidden storage behind doors. Enclosed back panel has cord access. Quick and easy assembly with patented slide-on moldings. Select Cherry finish.,Office Furniture,Bookcases and Storage,Wood,322.74,412019,https://www.afw.com/palladia-library-wdoors-select-cherry-d,"https://images.afw.com/images/thumbs/0063991_412019_dbd35_100.jpeg,https://images.afw.com/images/thumbs/0063993_412019_3cc24_100.jpeg",American Furniture Warehouse,Brown/Espresso,afw.com,29.37,71.85,13.9
Via Lateral File Hutch Classic Cherry * D,Via Lateral File Hutch Classic Cherry By Sauder. Attaches to Lateral File 419606. Hidden storage behind doors. Cubbyhole storage areas provide additional storage. Fabric-covered bulletin board. Classic Cherry finish with Soft Black accents.,Office Furniture,Bookcases and Storage,Wood,338,419708,https://www.afw.com/via-lateral-file-hutch-classic-cherry-d,"https://images.afw.com/images/thumbs/0063553_419708_eecc8_100.jpeg,https://images.afw.com/images/thumbs/0063555_419708_864d8_100.jpeg,https://images.afw.com/images/thumbs/0063557_419708_28e82_100.jpeg,https://images.afw.com/images/thumbs/0063559_419708_f3508_100.jpeg,https://images.afw.com/images/thumbs/0063561_419708_46859_100.jpeg,https://images.afw.com/images/thumbs/0063563_419708_5820d_100.jpeg,https://images.afw.com/images/thumbs/0063565_419708_2721d_100.jpeg",American Furniture Warehouse,Dark Wood,afw.com,36.54,42.8,14.49
